اسم المنتج,الوصف القصير,الوصف الكامل,السعر,العملة,الكمية,الصورة,التصنيف,الحالة,المتغر,الباركود,الوزن
"سوبر فوسفات","سماد سوبر فوسفات, نوع من الأسمدة المستخدمة في الزراعة لتحسين نمو النباتات وزيادة إنتاجيتها. وهو عنصر","سماد سوبر فوسفات, نوع من الأسمدة المستخدمة في الزراعة لتحسين نمو النباتات وزيادة إنتاجيتها. وهو عنصر غذائي أساسي يعزز تكوين الجذور والأزهار | أسمدة مركبة، شركة تاج الزراعية",150.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8194577a-1c3d-4f92-9b1e-0e12361560cd-thumbnail-1000x1000-70.jpg","",1,"","1200100026",""
"امينو حديد 1 لتر","امينو حديد،عبوات ١ لتر، مركب لتوفير عنصر الحديد وتعويض نقصه في النبات، محمل على احماض امينية | أسمدة","امينو حديد،عبوات ١ لتر، مركب لتوفير عنصر الحديد وتعويض نقصه في النبات، محمل على احماض امينية | أسمدة زراعية، شركة تاج الزراعية",25.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/5d79b2d2-3589-42fd-8146-14a3efc791d4-thumbnail-1000x1000.png","",1,"","1200100020",""
"سماد تاج فيرت اكستريم 1 لتر","سماد تاج فيرت اكستريم، سماد لتكبير الثمار وسيلة فعالة لتعزيز نمو الثمار وزيادة حجمها وجودتها، ويمكنك","سماد تاج فيرت اكستريم، سماد لتكبير الثمار وسيلة فعالة لتعزيز نمو الثمار وزيادة حجمها وجودتها، ويمكنك الحصول عليه الآن من متجرنا تاج الزراعية للاستمتاع بجميع مميزاته المختلفة وتكبير حجم مزروعاتك، لا تف",35.65,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/16f0c103-34c0-465b-bba4-ce824fa6bf96-thumbnail-1000x1000-70.webp","",1,"","1100007",""
"حامض فسفوريك اردني 20 لتر","سماد زراعي حامض الفوسفوريك ٨٥ ٪ وزن لكل حجم من شركة تاج الزراعية، يقلل تراكم الأملاح في منطقة انتشار","سماد زراعي حامض الفوسفوريك ٨٥ ٪ وزن لكل حجم من شركة تاج الزراعية، يقلل تراكم الأملاح في منطقة انتشار الجذور | أسمدة زراعية، شركة تاج الزراعية",130.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f63ae13e-b04a-44c0-b300-3cfb0f2a406f-thumbnail-1000x1000-70.jpg","",1,"","1100014",""
"مضخة اكسجين 15 وات","مضخة اكسجين 15 وات من شركة تاج الزراعية، تستخدم في الحدائق والأحواض والمزارع المائية لضخ الهواء إلى ","مضخة اكسجين 15 وات من شركة تاج الزراعية، تستخدم في الحدائق والأحواض والمزارع المائية لضخ الهواء إلى الماء، تصفح الآن | أجهزة ومضخات، شركة تاج الزراعية",45.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/b2292057-1a5b-4f80-9145-7510f2f754b7-thumbnail-1000x1000.png","",1,"","4200046",""
"مبيد جلايستوب 1لتر","مبيد جلايستوب من تاج للزراعة، المبيد الفعال والمبتكر الذي يساعد في مكافحة الآفات والحشرات بكفاءة عال","مبيد جلايستوب من تاج للزراعة، المبيد الفعال والمبتكر الذي يساعد في مكافحة الآفات والحشرات بكفاءة عالية، استفد من تركيبة قوية | مبيدات أعشاب، شركة تاج الزراعية",28.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/82f60c54-5629-4004-bf85-db13f331c55e-thumbnail-1000x1000-70.jpg","",1,"","3100016",""
"نظام زراعي","تنظيم وترتيب العمليات والأنشطة المختلفة المتعلقة بالزراعة. يهدف النظام الزراعي إلى تحسين الإنتاجية و","تنظيم وترتيب العمليات والأنشطة المختلفة المتعلقة بالزراعة. يهدف النظام الزراعي إلى تحسين الإنتاجية والكفاءة الزراعية | مستلزمات زراعية، شركة تاج الزراعية",750.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8b76362a-22e3-4f97-bb7e-a79d141445b4-thumbnail-1000x1000.png","",1,"","4200058",""
"داب محبب","أنواع سماد سابك داب محبب هو منتج زراعي مصمم خصيصًا لتحسين التربة وتغذية المحاصيل. يتميز بكونه محببًا","أنواع سماد سابك داب محبب هو منتج زراعي مصمم خصيصًا لتحسين التربة وتغذية المحاصيل. يتميز بكونه محببًا، مما يجعله سهل الاستخدام | أسمدة زراعية، شركة تاج الزراعية",180.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c24ee8eb-7bc6-4f38-a522-cd8758202b3e-thumbnail-1000x1000.png","",1,"","1200200008",""
"بذور سبانخ بلدي 1 كيلو","استمتع بزراعة السبانخ البلدي في حديقتك مع بذور سبانخ بلدي حيث تتميز هذه البذور بالجودة العالية والنم","استمتع بزراعة السبانخ البلدي في حديقتك مع بذور سبانخ بلدي حيث تتميز هذه البذور بالجودة العالية والنمو القوي والمحصول الغني | بذور ورقيات، شركة تاج الزراعية",23.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/4f1ca3c9-ab20-455f-816a-abebbb5cd8d2-thumbnail-1000x1000.gif","",1,"","5101700004",""
"","","",0,SAR,100,"","",1,"","",""
"المحبب الأحمر 5-18-18 وزن 25 كيلو","احصل الآن علي سماد محبب الأحمر من تاج والذي يساعد في النمو العام للنباتات، ويتميز بأنه بطئ الذوبان ف","احصل الآن علي سماد محبب الأحمر من تاج والذي يساعد في النمو العام للنباتات، ويتميز بأنه بطئ الذوبان في التربة مما يساعد في تغذية النبات.",132.25,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/bea56ae9-8e38-43a3-a832-eeb0b5762e2f-thumbnail-1000x1000-70.jpeg","",1,"","1100009",""
"المحبب الازرق 17-12-12","استخدم المحبب الأزرق 17-12-12 لتعزيز نمو وصحة محاصيلك، اكتشف فوائده العديدة واستفد من تركيبته المتوا","استخدم المحبب الأزرق 17-12-12 لتعزيز نمو وصحة محاصيلك، اكتشف فوائده العديدة واستفد من تركيبته المتوازنة لإنتاجية زراعية استثنائية | الأسمدة المحببة، شركة تاج الزراعية",20.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/e4de9b6a-3e1b-4a9c-86d2-95fba8bb436d-thumbnail-1000x1000-70.jpg","",1,"","1100073",""
"كرات  1 كيلو","بذور كرات مصري عالي الجودة بنسبة إنبات 82% و نسبة نقاوة 99.7%, تغليف عالي الجودة للحفاظ على صلاحيتها","بذور كرات مصري عالي الجودة بنسبة إنبات 82% و نسبة نقاوة 99.7%, تغليف عالي الجودة للحفاظ على صلاحيتها, غير معدلة وراثيا أو كيميائيا",34.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/cabb1689-5249-43a3-8db5-f214aaf5b1fb-thumbnail-1000x1000-70.jpg","",1,"","5102500001",""
"فجل ابيض 1 كيلو","بذر فجل أبيض ذو نمو خضري و وتدي جيد , الأوراق ذات طعم جيد وكذلك الجذر الوتدي تؤكل طازجة بنسبة إنبات ","بذر فجل أبيض ذو نمو خضري و وتدي جيد , الأوراق ذات طعم جيد وكذلك الجذر الوتدي تؤكل طازجة بنسبة إنبات 95% ونسبة نقاوة 99.7%",23.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d70bdec3-3fbf-4c34-8d69-26cbdd4268af-thumbnail-1000x1000-70.jpeg","",1,"","5102100001",""
"","","",0,SAR,100,"","",1,"","",""
"بقدونس 1 كيلو","بذور بقدونس بنسبة إنبات عالية تبدأ من 70% ونسبة نقاوة 90% ودرجة حموضة من 5 إلى 7 درجة, تتمتع بقدرة ع","بذور بقدونس بنسبة إنبات عالية تبدأ من 70% ونسبة نقاوة 90% ودرجة حموضة من 5 إلى 7 درجة, تتمتع بقدرة عالية على تحمل مختلف الظروف الجوية, غير معدلة وراثيًا أو كيميائيًا",23.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f8866b31-eb90-485b-897b-167003f9f4ac-thumbnail-1000x1000-70.jpg","",1,"","5100800003",""
"خيار بيتا الفا ايطالي","تسوق تقاوي بذور خيار بيتا الفا الإيطالي عالية الجودة لإنتاج ثمار مميزة ومناسبة للزراعة المنزلية والت","تسوق تقاوي بذور خيار بيتا الفا الإيطالي عالية الجودة لإنتاج ثمار مميزة ومناسبة للزراعة المنزلية والتجارية.",25.30,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/9210d55f-f9ac-4934-925c-9dfd19fb34b2-thumbnail-1000x1000-70.jpeg","",1,"","5101300002",""
"لفت أيطالي","بذور لفت إيطالي بجودة ممتازة وإنبات قوي لإنتاج محاصيل طازجة من متجر تاج الزراعية.","بذور لفت إيطالي بجودة ممتازة وإنبات قوي لإنتاج محاصيل طازجة من متجر تاج الزراعية.",14.95,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/4a0459ec-9128-4f89-a4be-8d36ad8c159d-thumbnail-1000x1000-70.jpeg","",1,"","5103000003",""
"كرفس امريكي","اطلب بذور كرفس امريكي عالية الجودة لإنتاج نباتات طازجة مناسبة للحدائق والزراعة المنزلية من تاج الزرا","اطلب بذور كرفس امريكي عالية الجودة لإنتاج نباتات طازجة مناسبة للحدائق والزراعة المنزلية من تاج الزراعية.",103.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/583bef36-f131-4a0b-a2b7-6449064b1f74-thumbnail-1000x1000-70.jpeg","",1,"","5102600002",""
"حديد ارضي 6%","اطلب سماد حديدي أرضي عالي الجودة من تاج للزراعة، واحصل على الحل المثالي لتأمين وتحسين أرضك الزراعية ","اطلب سماد حديدي أرضي عالي الجودة من تاج للزراعة، واحصل على الحل المثالي لتأمين وتحسين أرضك الزراعية بشكل متفوق ،استخدم هذا الحديد لتثبيت وتعزيز المحاصيل بسهولة وفعالية اشترِه الآن | الأسمدة الزراعية، ",46.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/9f445022-c843-4946-a7f9-604d27f17a04-thumbnail-1000x1000-70.jpeg","",1,"","1100028",""
"هيومك اسيد سائل-19%","سماد اسيد سائل، ههيومك اسيد سائل-19% + فولفيك 3 % + بوتاسيوم 4 % جركن 20 لتر من تاج الزراعية","سماد اسيد سائل، ههيومك اسيد سائل-19% + فولفيك 3 % + بوتاسيوم 4 % جركن 20 لتر من تاج الزراعية",115.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3456cfbb-5ea0-461c-b73d-8d338899e2cd-thumbnail-1000x1000-70.jpeg","",1,"","1100027",""
"بورون 10%","بورون 10% مركب يحتوي على عنصر البورن من تاج الزراعية، ضروري لبناء الخلايا وزيادة الانتاج وتسهيل حركة","بورون 10% مركب يحتوي على عنصر البورن من تاج الزراعية، ضروري لبناء الخلايا وزيادة الانتاج وتسهيل حركة المواد داخل النبات وخاصة البوتاسيوم",34.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c1155e1c-b8e4-455e-9d62-e17ce259723d-thumbnail-1000x1000-70.jpeg","",1,"","1100019",""
"سماد سائل عالي الفسفور والبوتاسيوم","سماد سائل عالي الفسفور والبوتاسيوم لامداد النبات بعنصري الفسفور والبوتاس من تاج الزراعية بصورة سهلة ","سماد سائل عالي الفسفور والبوتاسيوم لامداد النبات بعنصري الفسفور والبوتاس من تاج الزراعية بصورة سهلة وسريعه للعمل على زيادة الازهار وحجم الثمار",140.30,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/e0499a63-4dff-4864-9d5b-2a2d9aea12b3-thumbnail-1000x1000-70.jpeg","",1,"","1100006",""
"طحالب بحرية","سماد طحالب بحرية اسبيشل ألجا يوفر العديد من الهرمونات اللازمة للقمة النامية للنبات، كما أنه مصنوع وف","سماد طحالب بحرية اسبيشل ألجا يوفر العديد من الهرمونات اللازمة للقمة النامية للنبات، كما أنه مصنوع وفقًا لأعلى معايير الجودة والمواصفات.",149.96,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8cf6fa6d-feb7-4328-b278-c3eba306df46-thumbnail-1000x1000-70.jpeg","",1,"","1100018",""
"سماد متعادل 20-20-20","سماد متعادل 20-20-20 تاج فيرت بلس استمتع بتغذية متوازنة ونمو مذهل . احصل عليه الآن ودع نباتاتك تزدهر","سماد متعادل 20-20-20 تاج فيرت بلس استمتع بتغذية متوازنة ونمو مذهل . احصل عليه الآن ودع نباتاتك تزدهر وتتألق بصحة وجمال استثنائيين | الأسمدة المركبة، شركة تاج الزراعية",28.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c35cb3fd-60dc-493e-be2a-d5971b9ea676-thumbnail-1000x1000-70.webp","",1,"","1100064",""
